listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,price_per_sqft
160052,16,2025-10-01,Apartment,7,941.57,296837.59,Sold,C0922,315.2581220727084
160067,16,2025-10-01,Apartment,8,986.18,280293.38,Sold,C1127,284.22131862337505
160097,16,2025-10-01,Office,11,1288.42,366009.11,Sold,C1921,284.07593020909326
160100,16,2025-10-01,Apartment,11,1288.42,410663.51,Sold,C0941,318.7341938187858
160116,16,2025-10-01,Office,12,549.98,159995.77,Sold,C0169,290.91197861740426
160135,16,2025-10-01,Apartment,16,1451.17,454823.84,Sold,C0520,313.4187173108595
160171,16,2025-10-01,Apartment,21,837.95,248737.57,Sold,C0946,296.8405871472045
160185,16,2025-10-01,Apartment,23,594.14,172502.97,Sold,C1614,290.3406099572491
160193,16,2025-10-01,Apartment,23,594.14,150326.78,Sold,C1281,253.01575386272597
160212,16,2025-10-01,Apartment,26,1458.08,404054.56,Sold,C0629,277.11412268188303
160215,16,2025-10-01,Apartment,26,1458.08,486734.54,Available,,333.8188165258422
160253,16,2025-10-01,Apartment,29,489.49,151928.96,Available,,310.3821528529694
160264,16,2025-10-01,Apartment,31,1336.97,424676.81,Sold,C1441,317.64124101513124
160289,16,2025-10-01,Apartment,34,743.19,229781.3,Sold,C1343,309.18244325138926
160300,16,2025-10-01,Apartment,35,629.97,188562.02,Available,,299.3190469387431
160303,16,2025-10-01,Apartment,35,629.97,185979.89,Available,,295.2202327094941
160334,16,2025-10-01,Apartment,40,688.81,222496.16,Sold,C0127,323.01528723450593
170026,17,2025-10-01,Apartment,2,1738.5,542001.16,Sold,C1803,311.76368133448375
170069,17,2025-10-01,Apartment,9,1505.53,431674.94,Sold,C1998,286.72622930130916
170096,17,2025-10-01,Apartment,11,596.22,179694.61,Sold,C0465,301.3897722317265
170162,17,2025-10-01,Apartment,17,1827.25,527772.89,Available,,288.8345272951156
170219,17,2025-10-01,Apartment,26,929.59,257546.1,Sold,C1040,277.0534321582633
170234,17,2025-10-01,Apartment,27,677.24,174630.68,Sold,C0921,257.85641722284566
170355,17,2025-10-01,Apartment,46,1582.61,456081.83,Available,,288.18333638736016
170392,17,2025-10-01,Apartment,48,1833.96,601201.34,Sold,C0795,327.8159501843006
170405,17,2025-10-01,Apartment,48,1833.96,538317.81,Available,,293.52756330563375
170407,17,2025-10-01,Apartment,48,1833.96,563558.93,Sold,C1745,307.2907424371306
170437,17,2025-10-01,Apartment,51,1375.52,404608.18,Sold,C0022,294.149252646272
180063,18,2025-10-01,Apartment,7,505.94,152268.3,Sold,C0564,300.9611811677274
180145,18,2025-10-01,Apartment,19,1268.1,381039.09,Sold,C0176,300.4803170096996
180160,18,2025-10-01,Apartment,21,1790.69,476904.44,Sold,C0843,266.3244000915848
180200,18,2025-10-01,Apartment,26,1147.71,354247.08,Sold,C1305,308.6555663015919
180228,18,2025-10-01,Office,29,578.36,183675.08,Sold,C1907,317.57915485164943
180265,18,2025-10-01,Apartment,31,945.46,308632.27,Available,,326.43609459945424
180273,18,2025-10-01,Office,32,1512.9,432544.27,Sold,C1733,285.9040716504726
180286,18,2025-10-01,Apartment,35,799.05,235606.44,Sold,C0260,294.8581941055003
180300,18,2025-10-01,Office,36,1089.77,352286.02,Available,,323.26639566146986
180308,18,2025-10-01,Apartment,36,1089.77,334296.35,Sold,C0688,306.75862796736925
180320,18,2025-10-01,Apartment,37,1092.32,281773.47,Available,,257.95872088765196
180385,18,2025-10-01,Apartment,43,937.7,322557.06,Sold,C1904,343.98748000426576
180435,18,2025-10-01,Office,49,1457.92,445807.43,Sold,C1893,305.7831911215979
180441,18,2025-10-01,Apartment,49,1457.92,454071.94,Sold,C0383,311.4518903643547
180513,18,2025-10-01,Apartment,57,636.39,196039.1,Sold,C0041,308.0486808403652
190027,19,2025-10-01,Apartment,5,1408.42,482067.87,Sold,C0037,342.2756493091549
190033,19,2025-10-01,Apartment,6,1067.81,300952.93,Sold,C0596,281.8412732602242
190071,19,2025-10-01,Apartment,10,747.71,225336.63,Sold,C1634,301.3690200746279
190107,19,2025-10-01,Apartment,15,538.06,142150.33,Sold,C1811,264.19048061554474
190110,19,2025-10-01,Apartment,15,538.06,155403.48,Available,,288.8218414303238
190116,19,2025-10-01,Apartment,16,1711.98,506115.59,Sold,C1263,295.631718828491
190149,19,2025-10-01,Apartment,19,1697.73,502330.57,Sold,C0580,295.88366230201507
190153,19,2025-10-01,Apartment,19,1697.73,493386.88,Available,,290.61563381692025
190166,19,2025-10-01,Apartment,21,477.75,135540.98,Sold,C1951,283.70691784406074
190271,19,2025-10-01,Apartment,31,1089.64,301120.3,Available,,276.3484270034139
190275,19,2025-10-01,Apartment,32,1048.61,342021.93,Sold,C1676,326.1669543490907
190276,19,2025-10-01,Apartment,32,1048.61,327116.73,Sold,C0217,311.95270882406237
190301,19,2025-10-01,Apartment,36,855.94,245493.58,Sold,C1654,286.81166904222255
190307,19,2025-10-01,Apartment,37,1565.26,531754.05,Sold,C1298,339.72250616510996
190321,19,2025-10-01,Apartment,39,1237.04,341413.93,Sold,C1718,275.9926356463817
190342,19,2025-10-01,Apartment,40,893.49,232412.79,Available,,260.11795319477557
190395,19,2025-10-01,Apartment,44,982.8,290049.44,Sold,C1308,295.1256003256003
190418,19,2025-10-01,Office,48,851.11,261753.92,Available,,307.54417172868375
190424,19,2025-10-01,Apartment,49,1004.26,297694.12,Sold,C0047,296.4313225658694
200076,20,2025-10-01,Apartment,10,1714.22,377128.4,Sold,C1950,220.0
200135,20,2025-10-01,Apartment,17,1089.33,318346.14,Sold,C0141,292.2403128528545
200224,20,2025-10-01,Apartment,27,993.62,292047.4,Sold,C0143,293.92262635615225
200268,20,2025-10-01,Apartment,31,1414.44,460529.82,Sold,C1794,325.59162636803256
200304,20,2025-10-01,Office,33,630.53,182434.9,Sold,C0694,289.33579686930045
200363,20,2025-10-01,Apartment,40,428.03,131473.18,Sold,C0721,307.15879728056444
200368,20,2025-10-01,Apartment,40,428.03,106223.34,Available,,248.16797887998504
200378,20,2025-10-01,Apartment,41,541.22,163235.17,Sold,C0898,301.6059458260966
200407,20,2025-10-01,Apartment,46,1227.49,393941.16,Sold,C1591,320.9322764340239
200416,20,2025-10-01,Apartment,48,860.8,321775.28,Available,,373.8095724907064
200435,20,2025-10-01,Office,49,880.76,244772.31,Sold,C1901,277.91033879831053
200437,20,2025-10-01,Office,49,880.76,220783.13,Sold,C1406,250.6734297652028
200441,20,2025-10-01,Apartment,49,880.76,200706.98,Sold,C0767,227.87930877878196
200455,20,2025-10-01,Apartment,51,1062.33,325473.28,Sold,C0451,306.3768132312935
200497,20,2025-10-01,Apartment,57,445.15,131628.47,Sold,C0210,295.6946422554195
2021,2,2025-11-01,Apartment,21,785.48,217748.48,Sold,C0007,277.2170901868921
3005,3,2025-11-01,Apartment,5,781.07,258015.61,Sold,C0138,330.33609023519017
5043,5,2025-11-01,Apartment,43,598.58,175773.59,Available,,293.6509572655284
5044,5,2025-11-01,Apartment,44,1238.58,322610.74,Available,,260.4682297469683
10040,1,2025-11-01,Apartment,5,753.87,255451.33,Available,,338.85329035510097
10103,1,2025-11-01,Apartment,13,719.47,256265.53,Sold,C0351,356.18654009201214
10135,1,2025-11-01,Office,17,608.25,183058.38,Sold,C0444,300.9591122071517
10161,1,2025-11-01,Office,20,1146.24,366393.76,Sold,C1894,319.6483807928532
10171,1,2025-11-01,Office,22,740.83,247904.66,Sold,C1674,334.6309679683598
10180,1,2025-11-01,Office,22,740.83,207582.07,Sold,C1477,280.2020301553663
10238,1,2025-11-01,Office,27,725.12,219709.14,Sold,C1966,302.99693843777584
10244,1,2025-11-01,Apartment,29,757.2,207676.96,Sold,C1183,274.26962493396724
10283,1,2025-11-01,Apartment,30,753.29,219138.43,Sold,C0681,290.9084549111232
10305,1,2025-11-01,Office,32,800.77,272567.73,Available,,340.38204478189743
10310,1,2025-11-01,Apartment,33,827.74,284008.39,Sold,C0724,343.1130427428903
10320,1,2025-11-01,Apartment,34,1469.14,514431.17,Available,,350.15803122915446
10328,1,2025-11-01,Apartment,35,1168.59,374729.63,Sold,C1196,320.66818131252194
10330,1,2025-11-01,Apartment,35,1168.59,338658.3,Sold,C0177,289.80078556208764
10336,1,2025-11-01,Apartment,36,613.59,195068.84,Sold,C1529,317.91398164898385
10338,1,2025-11-01,Apartment,36,613.59,178955.35,Sold,C1483,291.65297674342804
10360,1,2025-11-01,Apartment,39,742.93,226371.81,Sold,C1795,304.701398516684
10374,1,2025-11-01,Apartment,41,835.25,227751.55,Sold,C1474,272.6747081712062
20001,2,2025-11-01,Apartment,1,706.3,262842.09,Sold,C0623,372.13944499504464
20017,2,2025-11-01,Apartment,2,788.72,233220.13,Available,,295.6944543057105
20021,2,2025-11-01,Office,3,645.84,229427.6,Sold,C1110,355.23906849993807
20055,2,2025-11-01,Apartment,6,967.84,302858.56,Sold,C0267,312.92213589022975
20085,2,2025-11-01,Apartment,10,788.79,234972.82,Sold,C1046,297.8902115899036
20103,2,2025-11-01,Apartment,11,1625.05,443635.55,Sold,C1610,272.99809236638873
20180,2,2025-11-01,Office,20,727.55,216508.73,Available,,297.58604906879253
20217,2,2025-11-01,Office,24,785.12,231620.61,Sold,C1751,295.0130043814958
20253,2,2025-11-01,Apartment,28,650.67,225279.1,Sold,C1836,346.22635129942984
20277,2,2025-11-01,Office,33,931.4,294176.92,Available,,315.843805024694
20294,2,2025-11-01,Apartment,35,1391.68,415639.7,Sold,C1411,298.66039606806163
20319,2,2025-11-01,Apartment,37,780.46,239437.46,Available,,306.7901750249852
20414,2,2025-11-01,Apartment,47,708.32,229657.95,Sold,C0942,324.2290913711317
20491,2,2025-11-01,Apartment,57,789.52,233326.12,Available,,295.52908096058366
20494,2,2025-11-01,Apartment,57,789.52,201052.0,Sold,C1687,254.65092714560745
30006,3,2025-11-01,Apartment,1,689.75,198664.15,Available,,288.02341428053643
30029,3,2025-11-01,Apartment,4,719.96,199587.11,Available,,277.21972054003
30036,3,2025-11-01,Apartment,4,719.96,246487.05,Sold,C0757,342.36214511917325
30108,3,2025-11-01,Office,10,784.09,267258.6,Sold,C0306,340.8519430167455
30109,3,2025-11-01,Apartment,10,784.09,212968.31,Sold,C0414,271.61207259370735
30121,3,2025-11-01,Office,11,1283.1,286088.15,Sold,C0275,222.96637050892375
30131,3,2025-11-01,Office,12,657.47,193765.86,Available,,294.7143748003711
30180,3,2025-11-01,Apartment,20,802.97,233194.73,Available,,290.4152458995977
30204,3,2025-11-01,Apartment,22,1165.89,400605.15,Sold,C1044,343.6045853382395
30227,3,2025-11-01,Apartment,26,923.9,286765.45,Available,,310.38581015261394
30233,3,2025-11-01,Apartment,27,1117.14,356949.82,Sold,C0781,319.5211164222926
30254,3,2025-11-01,Apartment,28,679.93,219865.93,Sold,C0466,323.3655376288736
30259,3,2025-11-01,Apartment,28,679.93,203901.13,Available,,299.8854735046255
30277,3,2025-11-01,Office,31,915.38,223789.27,Available,,244.47690576591143
30392,3,2025-11-01,Apartment,48,783.39,198403.3,Sold,C0842,253.2624873945289
30411,3,2025-11-01,Apartment,49,1174.48,351976.66,Sold,C1937,299.6872317961991
30442,3,2025-11-01,Apartment,51,693.85,197773.53,Available,,285.037875621532
30453,3,2025-11-01,Apartment,52,1361.9,311382.6,Sold,C1643,228.63837286144354
30469,3,2025-11-01,Apartment,56,1179.42,363347.59,Available,,308.0731122076953
40017,4,2025-11-01,Apartment,2,1620.07,452617.95,Sold,C1070,279.3817242464832
40035,4,2025-11-01,Apartment,4,783.03,252558.84,Available,,322.5404390636374
40082,4,2025-11-01,Apartment,10,1614.62,523968.19,Sold,C1150,324.51486417856836
40090,4,2025-11-01,Apartment,12,789.38,233668.32,Sold,C0340,296.0149991132281
40112,4,2025-11-01,Apartment,14,1322.66,403269.79,Sold,C0579,304.8930110534831
40120,4,2025-11-01,Office,14,1322.66,335954.58,Available,,253.9991985846703
40189,4,2025-11-01,Apartment,23,1110.99,303764.63,Available,,273.4179695586819
40194,4,2025-11-01,Apartment,24,786.05,198985.13,Available,,253.14563959035686
40198,4,2025-11-01,Office,25,1310.16,357740.08,Sold,C1068,273.05068083287534
40199,4,2025-11-01,Apartment,25,1310.16,355330.61,Sold,C0019,271.2116153752213
40202,4,2025-11-01,Apartment,25,1310.16,424125.21,Sold,C0733,323.72016394944126
40301,4,2025-11-01,Apartment,35,777.82,204368.26,Sold,C1949,262.7449281324728
40326,4,2025-11-01,Apartment,39,743.73,242986.99,Sold,C1818,326.7139822247321
40338,4,2025-11-01,Apartment,40,780.74,198594.76,Sold,C0639,254.367343802034
40344,4,2025-11-01,Apartment,41,779.87,231182.8,Sold,C0087,296.4376113967712
40362,4,2025-11-01,Apartment,43,1616.99,472001.11,Available,,291.90106927068194
40412,4,2025-11-01,Apartment,48,1621.39,410763.17,Sold,C0556,253.34014025003236
50003,5,2025-11-01,Apartment,1,790.55,249655.07,Sold,C0797,315.7992157358801
50006,5,2025-11-01,Apartment,2,795.91,246134.92,Sold,C0132,309.24968903519243
50044,5,2025-11-01,Apartment,8,782.15,266828.76,Available,,341.14781052227835
50054,5,2025-11-01,Apartment,9,793.56,231833.39,Sold,C1738,292.14349261555526
50055,5,2025-11-01,Apartment,9,793.56,227850.26,Sold,C0263,287.1241746055749
50091,5,2025-11-01,Apartment,11,1058.56,338810.07,Sold,C1383,320.06694944074974
50183,5,2025-11-01,Apartment,23,1006.65,317911.69,Sold,C1054,315.8115432374708
50224,5,2025-11-01,Apartment,30,794.93,248865.6,Available,,313.0660561307285
50244,5,2025-11-01,Apartment,32,1051.39,280556.27,Available,,266.8431980521024
50261,5,2025-11-01,Apartment,34,802.33,227403.75,Sold,C0085,283.4291999551307
50286,5,2025-11-01,Apartment,37,1790.7,481169.93,Available,,268.7049366169654
50310,5,2025-11-01,Apartment,41,630.83,175215.94,Sold,C0404,277.754609007181
50315,5,2025-11-01,Office,41,630.83,163897.5,Available,,259.81246928649557
50349,5,2025-11-01,Apartment,44,806.03,244970.45,Sold,C0044,303.9222485515428
50360,5,2025-11-01,Apartment,44,806.03,253742.21,Sold,C1606,314.8049204123916
50415,5,2025-11-01,Apartment,48,788.04,242719.06,Sold,C1297,308.0034769808639
50428,5,2025-11-01,Apartment,50,1261.07,368537.37,Available,,292.241802596208
50441,5,2025-11-01,Office,52,1755.18,598861.96,Available,,341.196891486913
60018,6,2025-11-01,Apartment,1,1720.95,497030.07,Sold,C0624,288.81145297655365
60059,6,2025-11-01,Apartment,5,1617.43,392959.84,Available,,242.95322826953873
60113,6,2025-11-01,Apartment,9,1194.12,409698.72,Available,,343.0967741935484
60118,6,2025-11-01,Apartment,10,942.08,320955.37,Available,,340.6880201256793
60126,6,2025-11-01,Apartment,10,942.08,252203.89,Sold,C1417,267.70963187839675
60195,6,2025-11-01,Office,19,1542.71,484844.4,Sold,C0748,314.28097309280423
60222,6,2025-11-01,Apartment,20,1897.17,676167.22,Sold,C1876,356.40834506132813
60244,6,2025-11-01,Apartment,25,1086.43,352321.38,Sold,C0129,324.29275701149635
60291,6,2025-11-01,Office,32,793.11,276330.88,Sold,C0658,348.41431831650084
60294,6,2025-11-01,Apartment,33,1131.0,326577.18,Sold,C1796,288.7508222811671
60313,6,2025-11-01,Apartment,34,1353.81,386941.83,Sold,C0549,285.8169388614355
60336,6,2025-11-01,Apartment,37,1721.96,541782.12,Sold,C0372,314.6310715696067
60438,6,2025-11-01,Apartment,51,1476.63,445059.31,Sold,C0347,301.4020506152523
60447,6,2025-11-01,Apartment,53,1170.96,381525.18,Sold,C0560,325.8225558516089
70004,7,2025-11-01,Apartment,1,759.04,210532.52,Sold,C0602,277.36683178752105
70011,7,2025-11-01,Apartment,3,888.5,252997.81,Sold,C0209,284.7471131119865
70036,7,2025-11-01,Apartment,6,1232.31,370506.46,Sold,C0896,300.6601098749503
70044,7,2025-11-01,Apartment,7,1071.02,284779.42,Available,,265.8955201583537
70049,7,2025-11-01,Apartment,8,1561.28,381856.69,Sold,C0680,244.57924907767986
70056,7,2025-11-01,Apartment,9,926.11,245007.73,Sold,C0844,264.55575471596245
70087,7,2025-11-01,Apartment,12,804.65,260656.65,Sold,C1351,323.9379233206984
70119,7,2025-11-01,Apartment,15,602.92,185296.54,Sold,C1711,307.33188482717446
70143,7,2025-11-01,Apartment,17,1586.15,470683.64,Sold,C0959,296.74598241023864
70232,7,2025-11-01,Apartment,26,717.0,181046.17,Available,,252.50511854951188
70246,7,2025-11-01,Apartment,27,768.05,200961.24,Sold,C1113,261.6512466636287
70323,7,2025-11-01,Apartment,38,1755.26,492569.41,Sold,C1682,280.62475644633844
70366,7,2025-11-01,Office,43,498.61,173467.51,Sold,C0659,347.9021880828704
70388,7,2025-11-01,Apartment,44,1859.83,579256.81,Available,,311.4568589602276
70392,7,2025-11-01,Office,45,1150.93,337914.19,Sold,C0857,293.6009922410572
70393,7,2025-11-01,Apartment,45,1150.93,382612.66,Sold,C0849,332.43781985003426
70397,7,2025-11-01,Apartment,45,1150.93,338690.28,Sold,C1484,294.2753077945661
70427,7,2025-11-01,Apartment,50,502.02,155945.89,Sold,C1838,310.63680729851404
70445,7,2025-11-01,Apartment,52,1281.14,349648.17,Sold,C1725,272.9195638259675
70455,7,2025-11-01,Apartment,54,1940.69,480664.14,Sold,C0429,247.6769293395648
70459,7,2025-11-01,Apartment,54,1940.69,556524.23,Sold,C1841,286.76616564211696
70480,7,2025-11-01,Apartment,56,1589.6,543124.84,Available,,341.6739053850025
70495,7,2025-11-01,Apartment,58,1629.83,439175.81,Sold,C0855,269.4611155764712
80127,8,2025-11-01,Apartment,15,534.85,146489.27,Available,,273.8885107974198
80229,8,2025-11-01,Apartment,30,1070.46,312199.71,Available,,291.65004764306934
80230,8,2025-11-01,Apartment,30,1070.46,356415.65,Sold,C0356,332.95559852773573
80256,8,2025-11-01,Apartment,31,1253.18,368476.78,Sold,C0775,294.0334030227102
80317,8,2025-11-01,Apartment,37,890.65,282190.81,Available,,316.83692808622914
80319,8,2025-11-01,Office,37,890.65,259033.69,Sold,C0302,290.8366810756189
80320,8,2025-11-01,Apartment,37,890.65,303140.71,Available,,340.3589625554371
80385,8,2025-11-01,Apartment,46,1175.51,320650.8,Available,,272.77590152359403
80415,8,2025-11-01,Apartment,47,543.08,162276.59,Sold,C0888,298.80789202327463
80444,8,2025-11-01,Apartment,52,559.73,181961.7,Available,,325.0883461669019
80497,8,2025-11-01,Apartment,57,1949.35,611950.16,Available,,313.925236617334
90013,9,2025-11-01,Apartment,2,481.55,142741.31,Sold,C0939,296.42053784653723
90028,9,2025-11-01,Apartment,6,1821.59,664971.32,Sold,C0304,365.0499398876805
90032,9,2025-11-01,Apartment,7,697.68,235108.59,Sold,C0275,336.98628310973515
90064,9,2025-11-01,Apartment,11,559.6,163278.2,Sold,C1399,291.77662616154396
90123,9,2025-11-01,Office,18,860.97,312329.1,Available,,362.76420781211885
90209,9,2025-11-01,Apartment,30,1250.17,404942.23,Sold,C1945,323.90973227641035
90239,9,2025-11-01,Apartment,34,1577.36,566466.92,Sold,C0541,359.12342141299393
90248,9,2025-11-01,Apartment,34,1577.36,517404.2,Sold,C1171,328.0190951970381
90256,9,2025-11-01,Apartment,34,1577.36,453005.17,Available,,287.1919980220115
90309,9,2025-11-01,Office,38,1260.31,479460.4,Sold,C0271,380.43052899683414
90327,9,2025-11-01,Apartment,39,1839.34,563581.06,Sold,C1214,306.40396011612864
90410,9,2025-11-01,Apartment,52,1126.02,289362.88,Available,,256.9784550896077
90431,9,2025-11-01,Apartment,54,1693.18,507727.45,Available,,299.8661985140387
90438,9,2025-11-01,Apartment,56,1516.4,485182.7,Sold,C0811,319.95693748351357
90489,9,2025-11-01,Apartment,58,838.34,269593.82,Sold,C0736,321.5805281866546
90533,9,2025-11-01,Apartment,62,1263.44,375639.73,Available,,297.31505255492937
100042,10,2025-11-01,Apartment,5,1741.96,487397.65,Sold,C1627,279.79841672598684
100171,10,2025-11-01,Apartment,22,1116.68,349536.03,Sold,C0096,313.0136028226529
100197,10,2025-11-01,Apartment,26,1294.85,358050.18,Sold,C0416,276.5186546704252
100199,10,2025-11-01,Apartment,26,1294.85,411006.55,Available,,317.41634166119627
100227,10,2025-11-01,Apartment,28,1606.58,370439.82,Sold,C1629,230.57664106362586
100237,10,2025-11-01,Apartment,28,1606.58,492594.19,Sold,C1735,306.61043334287746
100248,10,2025-11-01,Apartment,30,1559.4,472764.91,Sold,C1492,303.1710337309221
100265,10,2025-11-01,Apartment,31,1499.0,517225.72,Sold,C0490,345.0471781187458
100343,10,2025-11-01,Office,41,1750.64,618969.17,Available,,353.56736393547504
100368,10,2025-11-01,Apartment,43,1093.67,319736.59,Sold,C0673,292.3519800305394
100400,10,2025-11-01,Apartment,46,1525.34,427855.21,Available,,280.49825612650295
100409,10,2025-11-01,Apartment,48,1421.82,433353.3,Sold,C0689,304.7877368443263
110066,11,2025-11-01,Apartment,8,1001.41,302352.69,Available,,301.92697296811497
110096,11,2025-11-01,Apartment,10,1519.64,498329.2,Sold,C1915,327.92582453739044
110143,11,2025-11-01,Office,14,524.68,185648.15,Available,,353.8311923458108
110158,11,2025-11-01,Apartment,16,1829.02,555271.92,Sold,C0052,303.58985686323825
110187,11,2025-11-01,Apartment,20,570.62,139343.87,Sold,C0540,244.1973116960499
110207,11,2025-11-01,Apartment,24,1481.82,483310.62,Sold,C1599,326.1601409078026
110405,11,2025-11-01,Apartment,48,661.7,187373.72,Sold,C1141,283.1701979749131
110409,11,2025-11-01,Apartment,49,1095.85,320280.83,Sold,C0802,292.2670347219054
110421,11,2025-11-01,Apartment,50,948.72,324597.29,Available,,342.14234969221684
110474,11,2025-11-01,Apartment,56,724.8,254744.91,Available,,351.46924668874175
110476,11,2025-11-01,Apartment,56,724.8,198493.91,Sold,C1360,273.8602511037528
110480,11,2025-11-01,Apartment,57,1008.58,293155.68,Sold,C1424,290.66180174106165
110536,11,2025-11-01,Apartment,62,1938.82,584274.59,Available,,301.35576794132515
120010,12,2025-11-01,Apartment,1,839.95,270210.04,Sold,C1269,321.6977677242693
120033,12,2025-11-01,Apartment,3,1469.27,461277.4,Sold,C0873,313.95005683094325
120069,12,2025-11-01,Apartment,8,1803.36,532123.09,Sold,C1027,295.0731357022447
120076,12,2025-11-01,Office,9,857.88,279331.2,Sold,C0716,325.60637851447757
120101,12,2025-11-01,Apartment,13,1394.03,367948.15,Sold,C0643,263.94564679382796
120105,12,2025-11-01,Office,13,1394.03,428024.76,Sold,C1563,307.0412831861581
120114,12,2025-11-01,Apartment,14,1369.96,408970.7,Sold,C1288,298.52747525475195
120135,12,2025-11-01,Office,16,1523.02,531861.15,Sold,C1970,349.2148166143583
120168,12,2025-11-01,Apartment,19,1381.22,404116.85,Sold,C0657,292.5796397387816
120176,12,2025-11-01,Apartment,19,1381.22,438017.28,Sold,C1513,317.1234705550166
120178,12,2025-11-01,Apartment,20,1802.21,589821.06,Sold,C1155,327.27654379900235
120216,12,2025-11-01,Apartment,24,1306.75,342014.82,Available,,261.72934379185
120305,12,2025-11-01,Apartment,34,1817.64,581530.71,Sold,C1188,319.9372317950749
120330,12,2025-11-01,Apartment,35,1690.62,522782.23,Available,,309.22515408548344
120380,12,2025-11-01,Apartment,41,938.23,301777.57,Sold,C0625,321.645619943937
130009,13,2025-11-01,Apartment,1,1899.92,585383.34,Sold,C1039,308.10946776706385
130019,13,2025-11-01,Apartment,1,1899.92,528447.33,Sold,C0525,278.14188492147036
130053,13,2025-11-01,Apartment,5,441.3,140473.8,Available,,318.318150917743
130101,13,2025-11-01,Apartment,11,1678.3,492219.36,Available,,293.28449025799915
130119,13,2025-11-01,Apartment,14,777.75,263800.27,Sold,C1192,339.18388942462235
130120,13,2025-11-01,Apartment,14,777.75,232415.12,Sold,C1122,298.830112504018
130127,13,2025-11-01,Apartment,15,458.29,133001.94,Sold,C0069,290.2134892753497
130206,13,2025-11-01,Apartment,24,1044.69,318399.49,Sold,C0115,304.77892006241086
130233,13,2025-11-01,Apartment,27,885.68,275412.14,Sold,C1428,310.9612275313883
130259,13,2025-11-01,Apartment,30,1777.51,517851.19,Available,,291.33517673599584
130283,13,2025-11-01,Apartment,32,1114.07,307088.64,Sold,C1571,275.64573141723594
130292,13,2025-11-01,Apartment,33,1445.84,349555.66,Sold,C0596,241.76648868477838
130306,13,2025-11-01,Apartment,33,1445.84,502977.76,Available,,347.8792674154817
130311,13,2025-11-01,Apartment,34,1557.0,442471.98,Sold,C0739,284.18238921001927
130335,13,2025-11-01,Apartment,37,1555.67,498455.15,Sold,C1632,320.41188041165543
130408,13,2025-11-01,Apartment,46,1098.38,301584.36,Available,,274.57196962799753
130486,13,2025-11-01,Apartment,56,606.9,209460.48,Sold,C1751,345.1317844784973
130524,13,2025-11-01,Apartment,60,1401.81,400639.2,Sold,C1328,285.8013568172577
130570,13,2025-11-01,Apartment,67,524.97,182365.75,Sold,C1654,347.3831838009791
130586,13,2025-11-01,Apartment,68,1590.69,456114.67,Sold,C0163,286.740137927566
140017,14,2025-11-01,Apartment,4,1797.81,674634.08,Sold,C0072,375.2532692553718
140037,14,2025-11-01,Apartment,6,1733.36,512907.41,Available,,295.90356879124937
140075,14,2025-11-01,Apartment,9,803.5,206747.63,Sold,C0827,257.30881144990667
140076,14,2025-11-01,Office,10,686.98,229277.01,Sold,C0826,333.7462662668491
140082,14,2025-11-01,Apartment,11,1431.42,424295.01,Sold,C0537,296.41545458356035
140111,14,2025-11-01,Apartment,12,459.44,150372.92,Available,,327.2960995995125
140220,14,2025-11-01,Apartment,23,1610.37,475258.58,Sold,C0168,295.1238411048393
140228,14,2025-11-01,Apartment,24,1205.25,313395.21,Sold,C0764,260.0250653391413
140285,14,2025-11-01,Office,33,1894.96,567515.07,Sold,C1641,299.4865696373538
140309,14,2025-11-01,Office,35,1152.84,383709.9,Sold,C1619,332.83881544706986
140343,14,2025-11-01,Office,40,532.44,173509.18,Available,,325.8755540530388
140381,14,2025-11-01,Apartment,46,1258.99,435031.4,Sold,C0006,345.5399963462776
140383,14,2025-11-01,Apartment,46,1258.99,301009.14,Available,,239.08779259565208
140391,14,2025-11-01,Apartment,47,917.53,260925.13,Available,,284.37776421479407
150058,15,2025-11-01,Apartment,9,565.48,155758.36,Sold,C0842,275.4445073212138
150068,15,2025-11-01,Apartment,10,1072.95,344497.27,Available,,321.07485903350573
150075,15,2025-11-01,Office,11,1437.62,431869.41,Sold,C1937,300.40581655792215
150090,15,2025-11-01,Apartment,14,1832.17,590525.42,Sold,C0197,322.3092944432012
150107,15,2025-11-01,Apartment,15,522.71,149168.26,Available,,285.37479673241376
150110,15,2025-11-01,Apartment,15,522.71,164671.95,Sold,C0796,315.03500985249946
150116,15,2025-11-01,Apartment,16,1692.61,451472.07,Sold,C0512,266.7313025445909
150153,15,2025-11-01,Apartment,20,1662.01,582501.36,Available,,350.4800572800404
150196,15,2025-11-01,Apartment,23,1279.23,424459.34,Sold,C1577,331.8084629034654
150215,15,2025-11-01,Apartment,24,924.36,299400.1,Sold,C0699,323.8998874897226
150255,15,2025-11-01,Apartment,30,1523.22,367291.58,Sold,C1060,241.12838591930253
150270,15,2025-11-01,Apartment,31,1901.65,487419.68,Sold,C1049,256.31408513659187
150285,15,2025-11-01,Apartment,34,1304.22,448177.53,Available,,343.6364493720385
150338,15,2025-11-01,Apartment,39,1713.42,528186.67,Sold,C0787,308.26456443837475
150369,15,2025-11-01,Apartment,46,1672.19,485123.68,Sold,C0434,290.11277426608217
150410,15,2025-11-01,Apartment,52,829.2,246505.73,Sold,C1072,297.2813917028461
150436,15,2025-11-01,Office,54,1495.13,441341.34,Sold,C1689,295.1859303204404
